month,rainfall
2004-01,0.44012458739085986
2004-02,0.0
2004-03,0.21873302822212717
2004-04,0.4604648055094912
2004-05,1.4824477589472322
2004-06,1.8917779309922305
2004-07,5.2283696451405035
2004-08,1.9782739920586014
2004-09,7.207145897694218
2004-10,13.589134502828152
2004-11,9.780624589470328
2004-12,0.5041858621401641
2005-01,0.21085180140810794
2005-02,0.0
2005-03,0.17023946594050282
2005-04,1.1331185121007725
2005-05,0.7410461353513877
2005-06,1.3416405078793363
2005-07,3.363658311822545
2005-08,3.0482987302799627
2005-09,5.373354114834754
2005-10,18.380076216909572
2005-11,24.10865748734166
2005-12,12.22017878633016
2006-01,0.2589723507379756
2006-02,0.0
2006-03,0.5799346809602792
2006-04,0.4957452152154373
2006-05,0.7549005754085554
2006-06,2.379973165259874
2006-07,3.3071743456785345
2006-08,3.9816933949711144
2006-09,4.600098591611173
2006-10,17.197490967531255
2006-11,8.290553620328703
2006-12,2.177006686087308
2007-01,0.10103039655745696
2007-02,0.0
2007-03,0.0
2007-04,0.6334607617682372
2007-05,0.37310648494747345
2007-06,4.5856633313836905
2007-07,6.039403892687703
2007-08,6.310309502124554
2007-09,6.512065508670465
2007-10,11.542388967477875
2007-11,5.654366051855166
2007-12,10.27920643357206
2008-01,0.3114622450448613
2008-02,0.0
2008-03,0.5495108690839052
2008-04,0.4424120801916155
2008-05,0.4503629850164802
2008-06,2.651679461942347
2008-07,2.9528796023747614
2008-08,5.596292665645691
2008-09,4.052569474650056
2008-10,9.84974962215025
2008-11,22.411629402817134
2008-12,2.1803610999432363
2009-01,0.5773163440451208
2009-02,0.0
2009-03,0.2752913616499857
2009-04,0.27675570535265714
2009-05,0.7491375713540792
2009-06,1.5971546005611579
2009-07,4.034282514176209
2009-08,4.492958133059564
2009-09,4.520599228928955
2009-10,1.5680022918314511
2009-11,20.86346165532329
2009-12,6.834700435588356
2010-01,0.31352864118183355
2010-02,0.0
2010-03,0.06133607763744525
2010-04,0.3924709514877317
2010-05,1.0450309983259507
2010-06,3.904268614458818
2010-07,5.880792645847096
2010-08,8.97106017148431
2010-09,5.972850651200906
2010-10,9.02830085466948
2010-11,19.46158367485228
2010-12,10.176122601888801
2011-01,0.5072509390408401
2011-02,0.019054069267527014
2011-03,0.0
2011-04,0.9675658711195572
2011-05,0.48609869801482364
2011-06,2.6764439182717297
2011-07,5.2101106782763935
2011-08,6.200755075974898
2011-09,5.98178042285235
2011-10,9.490013898664966
2011-11,17.524305418735
2011-12,3.4082208406478967
2012-01,0.6544258102781866
2012-02,0.16703673517698214
2012-03,0.151223813011105
2012-04,0.2718070519161735
2012-05,0.261884855018638
2012-06,2.255500720320365
2012-07,4.696603810955264
2012-08,3.9617789048967746
2012-09,4.702085288218868
2012-10,14.595867791683514
2012-11,6.334236521713932
2012-12,5.957246439631957
2013-01,0.09561207845596997
2013-02,0.29998577878378985
2013-03,0.001145428913162354
2013-04,0.27009666720147146
2013-05,0.9447323489838222
2013-06,4.86458071934464
2013-07,6.084665934090252
2013-08,5.4868755472708965
2013-09,6.852295305987383
2013-10,8.136514339623197
2013-11,11.99676460818753
2013-12,3.3739959943277142
2014-01,0.19690281556222877
2014-02,0.0
2014-03,0.0
2014-04,0.0
2014-05,0.7320337845216287
2014-06,3.2118760194949987
2014-07,1.394770410145494
2014-08,4.575758915244229
2014-09,4.139769525625316
2014-10,12.70162225638887
2014-11,11.087784875638867
2014-12,6.548653161925602
2015-01,0.2540563646093641
2015-02,0.0
2015-03,0.0
2015-04,0.6920215172795456
2015-05,1.0669149932318889
2015-06,2.4947737513900563
2015-07,4.048812777079248
2015-08,4.613668816380556
2015-09,3.5038114150403827
2015-10,5.386580649891929
2015-11,41.554121711964626
2015-12,7.990430082461182
2016-01,0.13084163312113392
2016-02,0.006978177059374798
2016-03,0.0
2016-04,0.0
2016-05,1.484022495986538
2016-06,4.221459787681257
2016-07,2.9035944906205997
2016-08,3.0245449969533236
2016-09,5.05881798238388
2016-10,1.3162697026262484
2016-11,1.8631879367698556
2016-12,8.74943919221232
2017-01,0.31477794572747214
2017-02,0.09239180475893563
2017-03,0.03965577658122758
2017-04,0.17467381259336828
2017-05,0.44873115247931367
2017-06,3.412057581722128
2017-07,4.567032575723205
2017-08,7.758088822612847
2017-09,5.438053226378223
2017-10,10.468314742485644
2017-11,19.426608115767877
2017-12,2.6076426807398008
2018-01,0.2807467159537592
2018-02,0.20735048866700825
2018-03,0.4064798463909268
2018-04,0.11995267364032129
2018-05,0.4356079352498924
2018-06,3.655067107488533
2018-07,4.260636544308734
2018-08,6.218508555811473
2018-09,4.050374489706815
2018-10,6.752782942197481
2018-11,11.116481185249175
2018-12,5.121160483093707
2019-01,0.19301573219892468
2019-02,0.2426435855055644
2019-03,0.0
2019-04,0.22901083796303656
2019-05,0.38734493785305524
2019-06,1.8624333748263413
2019-07,5.488832753783705
2019-08,4.046760557227535
2019-09,6.607189772368985
2019-10,9.069654139257718
2019-11,6.654657185860033
2019-12,5.862719772507626
2020-01,0.8701988290859531
2020-02,0.0
2020-03,0.0
2020-04,0.6496150677477671
2020-05,0.490232170439485
2020-06,2.262986011393857
2020-07,5.058314978989458
2020-08,5.5608815537185174
2020-09,6.890329287709342
2020-10,5.851644638619726
2020-11,21.083557766852703
2020-12,14.267685681103387
2021-01,1.101159892501794
2021-02,0.20192196409593352
2021-03,0.0576732273788115
2021-04,0.45201838358432617
2021-05,0.7662424405744254
2021-06,2.1348344750003325
2021-07,5.340845621032048
2021-08,5.3661038607837055
2021-09,3.9184674321880726
2021-10,6.18188570052255
2021-11,38.52798220087848
2021-12,3.13567150850347
2022-01,0.7333096341131727
2022-02,0.06781934761688091
2022-03,0.1519370886470487
2022-04,0.283737148511856
2022-05,1.195221598831032
2022-06,3.5899174588944773
2022-07,4.6697781402391305
2022-08,3.7329720413447243
2022-09,4.058094161311342
2022-10,5.131339462857023
2022-11,19.250228843818782
2022-12,12.276776954973561
2023-01,0.22826595032133984
2023-02,0.2556988427041512
2023-03,0.9614362251022573
2023-04,0.40592147564215747
2023-05,1.413839025815019
2023-06,9.531917803833423
2023-07,3.624350434550396
2023-08,3.9632977376473315
2023-09,5.128659063134311
2023-10,2.888628479225518
2023-11,24.809208072964637
2023-12,10.10313242317463
